AccessionNum	Gene	Allele	test
LA3673	ap	--	x
LA3674	sf	--	x
LA3675	hp-1	--	x
LA3675	Nr	--	x
LA3675	u	--	x
LA3676	gf	--	x
LA3676	hp-1	--	x
LA3676	t	--	x
LA3677	gf	--	x
LA3677	hp-1	--	x
LA3677	r	--	x
LA3678	Nr	--	x
LA3678	u	--	x
LA3678	ug	--	x
LA3679	gs	--	x
LA3679	Nr	--	x
LA3679	ug	--	x
LA3680	Nr	--	x
LA3680	t	--	x
LA3680	u	--	x
LA3681	Nr	--	x
LA3681	ug	--	x
LA3681	y	--	x
LA3682	gs	--	x
LA3682	t	--	x
LA3682	ug	--	x
LA3683	gs	--	x
LA3683	ug	--	x
LA3683	y	--	x
LA3684	Nr	--	x
LA3684	t	--	x
LA3684	y	--	x
LA3685	gf	--	x
LA3685	t	--	x
LA3685	y	--	x
LA3686	gs	--	x
LA3686	Nr	--	x
LA3686	t	--	x
LA3687	gs	--	x
LA3687	Nr	--	x
LA3687	u	--	x
LA3688	gf	--	x
LA3688	gs	--	x
LA3688	hp-1	--	x
LA3689	gs	--	x
LA3689	hp-1	--	x
LA3689	r	--	x
LA3690	r	--	x
LA3690	t	--	x
LA3690	u	--	x
LA3691	r	--	x
LA3691	u	--	x
LA3691	y	--	x
LA3692	at	--	x
LA3692	r	--	x
LA3692	y	--	x
LA3693	g	--	x
LA3693	t	--	x
LA3693	u	--	x
LA3694	Del	--	x
LA3694	gs	--	x
LA3694	u	--	x
LA3695	Del	--	x
LA3695	hp-1	--	x
LA3695	t	--	x
LA3696	gf	--	x
LA3696	gs	--	x
LA3696	r	--	x
LA3697	gs	--	x
LA3697	r	--	x
LA3697	t	--	x
LA3698	gs	--	x
LA3698	r	--	x
LA3698	y	--	x
LA3699	gf	--	x
LA3699	u	--	x
LA3699	y	--	x
LA3700	at	--	x
LA3700	gf	--	x
LA3700	u	--	x
LA3701	at	--	x
LA3701	t	--	x
LA3701	u	--	x
LA3702	gf	--	x
LA3702	gs	--	x
LA3702	y	--	x
LA3703	gf	--	x
LA3703	hp-1	--	x
LA3703	u	--	x
LA3704	at	--	x
LA3704	gf	--	x
LA3704	hp-1	--	x
LA3705	gf	--	x
LA3705	gs	--	x
LA3705	t	--	x
LA3706	at	--	x
LA3706	gs	--	x
LA3706	t	--	x
LA3706A	Del	--	x
LA3706A	t	--	x
LA3706A	y	--	x
LA3707	at	--	x
LA3707	gs	--	x
LA3707	r	--	x
LA3708	Nr	--	x
LA3708	r	--	x
LA3709	Del	--	x
LA3709	gf	--	x
LA3709	gs	--	x
LA3709	hp-1	--	x
LA3709	u	--	x
LA3710	lz-2	--	x
LA3711	ag-2	--	x
LA3712	tl	--	x
LA3713	clau	ics	x
LA3714	lut	--	x
LA3715	com	in	x
LA3716	rig-2	--	x
LA3717	l	--	x
LA3718	Wo	m	x
LA3719	vg	--	x
LA3720	ch	--	x
LA3721	Wo	--	x
LA3722	oli	--	x
LA3723	cpt	--	x
LA3724	dl	--	x
LA3725	depa	--	x
LA3726	inf	--	x
LA3727	deb	--	x
LA3728	dil	--	x
LA3728A	c	int	x
LA3728B	si	--	x
LA3729	alb	--	x
LA3730	inc	--	x
LA3731	yg-4	--	x
LA3732	ina	--	x
LA3733	um	--	x
LA3734	tab	--	x
LA3734A	vio	--	x
LA3735	dim-2	--	x
LA3736	atv	--	x
LA3737	def-2	--	x
LA3738	el	--	x
LA3739	Lpg	--	x
LA3740	Cu	--	x
LA3741	pum	--	x
LA3741	u	--	x
LA3742	de	--	x
LA3742	u	--	x
LA3743	cor	--	x
LA3743	u	--	x
LA3744	sph	--	x
LA3744	u	--	x
LA3745	bl	--	x
LA3745	u	--	x
LA3746	neg	--	x
LA3747	irr	--	x
LA3748	ten	--	x
LA3749	def	--	x
LA3750	fd	--	x
LA3751	rot	--	x
LA3752	ig	--	x
LA3753	icn	--	x
LA3754	mc	--	x
LA3754	rin	--	x
LA3755	lz-2	--	x
LA3755	sp	--	x
LA3755	u	--	x
LA3756	res	--	x
LA3757	rela	--	x
LA3758	muv-2	--	x
LA3759	xan-2	--	x
LA3760	xan-4	--	x
LA3761	ls	--	x
LA3761	u	--	x
LA3762	lz	--	x
LA3763	adp	--	x
LA3764	fle	--	x
LA3765	bip	--	x
LA3766	rust	--	x
LA3767	ds	--	x
LA3768	pt	--	x
LA3769	Tm-2	a	x
LA3770	nor	--	x
LA3771	B	og	x
LA3771	hp-1	--	x
LA3800	sp	--	x
LA3801	sp	--	x
LA3802	sp	--	x
LA3805	gib-1	--	x
LA3805	m-2	--	x
LA3806	B	og	x
LA3806	c	--	x
LA3806	Mi	--	x
LA3806	sp	--	x
LA3806	yv	--	x
LA3807	c	--	x
LA3807	tl	--	x
LA3807	yv	--	x
LA3808	tri	1	x
LA3809	fri	1	x
LA3810	hp-1	--	x
LA3810	t	--	x
LA3811	gf	--	x
LA3811	r	--	x
LA3812	bls	--	x
LA3812	nv	--	x
LA3812	Tm	--	x
LA3812	Tm-2	--	x
LA3813	ag	--	x
LA3814	e	--	x
LA3815	Del	--	x
LA3815	t	--	x
LA3815	ug	--	x
LA3816	sl	--	x
LA3817	em	--	x
LA3818	div	--	x
LA3819	cb	--	x
LA3821	dil	--	x
LA3821	pum	--	x
LA3821	u	--	x
LA3822	cor	--	x
LA3822	de	--	x
LA3822	sp	--	x
LA3822	u	--	x
LA3823	pum	--	x
LA3823	sp	--	x
LA3823	u	--	x
LA3824	Pn	--	x
LA3825	ele	--	x
LA3826	mon	--	x
LA3826	u	--	x
LA3827	cor	--	x
LA3827	dil	--	x
LA3827	sp	--	x
LA3827	u	--	x
LA3828	ga	--	x
LA3829	atn	--	x
LA3830	B	og	x
LA3830	ep	--	x
LA3830	u	--	x
LA3831	gf	--	x
LA3831	gs	--	x
LA3831	r	--	x
LA3831	y	--	x
LA3839	sp	--	x
LA3839	u	--	x
LA3840	sp	--	x
LA3840	u	--	x
LA3841	Frl	--	x
LA3841	nv	--	x
LA3841	Tm	--	x
LA3841	Tm-2	--	x
LA3847	I	--	x
LA3847	I-2	--	x
LA3847	sp	--	x
LA3847	V	--	x
LA3848	sp	--	x
LA3849	sp	--	x
LA3850	af	--	x
LA3850	obv	--	x
LA3850	tf	--	x
LA3858	Mi-3	--	x
LA3860	obv	prov1	x
LA3861	obv	prov2	x
LA3865	d	b	x
LA3897	B	--	x
LA3897	sp	--	x
LA3897	u	--	x
LA3898	B	--	x
LA3898	sp	--	x
LA3898	u	--	x
LA3899	B	--	x
LA3899	j-2	--	x
LA3899	sp	--	x
LA3899	u	--	x
LA3901	ls	2	x
LA3902	d	x	x
LA3906	dl	S	x
LA3906	Wa	--	x
LA3907	yv	ms	x
LA3908	grn	--	x
LA3912	Cmr	--	x
LA3928	r	--	x
LA4012	hp-1	w	x
LA4013	hp-2	--	x
LA4014	hp-2	j	x
LA4025	B	og	x
LA4025	I	--	x
LA4025	I-2	--	x
LA4025	I-3	--	x
LA4025	sp	--	x
LA4025	ug	--	x
LA4026	B	og	x
LA4026	I	--	x
LA4026	I-2	--	x
LA4026	I-3	--	x
LA4026	j-2	--	x
LA4026	sp	--	x
LA4026	ug	--	x
LA4028	y	--	x
LA4038	o	--	x
LA4039	o	--	x
LA4040	o	--	x
LA4044	r	--	x
LA4057	obv	+	x
LA4060	ndw	--	x
LA4060	sp	+	x
LA4061	ndw	--	x
LA4062	B	--	x
LA4062	sp	+	x
LA4065	I-3	--	x
LA4066	I-3	--	x
LA4067	Bco	--	x
LA4067	I-3	--	x
LA4087	u	+	x
LA4088	u	+	x
LA4089	h	--	x
LA4099	Del	--	x
LA4104	sucr	--	x
LA4134	Xa-2	--	x
LA4136	r	--	x
LA4136	Rg-1	--	x
LA4136	u	--	x
LA4142	h	--	x
LA4142	obv	+	x
LA4142	u	+	x
LA4154	obv	+	x
LA4154	u	+	x
LA4155	Bco	--	x
LA4155	obv	+	x
LA4157	obv	+	x
LA4159	obv	+	x
LA4164	h	--	x
LA4169	h	--	x
LA4184	h	--	x
LA4195	h	--	x
LA4195	u	--	x
LA4201	h	--	x
LA4203	h	--	x
LA4203	u	+	x
LA4204	u	+	x
LA4205	h	--	x
LA4205	u	--	x
LA4211	h	--	x
LA4211	u	+	x
LA4213	h	--	x
LA4213	u	+	x
LA4214	h	--	x
LA4219	u	+	x
LA4221	u	+	x
LA4224	h	--	x
LA4232	Dia-2	2	x
LA4238	Fdh-1	2	x
LA4243	Mdh-1	1	x
LA4251	Mae-1	1	x
LA4261	Bco	--	x
LA4269	Dia-3	1	x
LA4283	Mdh-4	1	x
LA4284	Dia-4	1	x
LA4285	I	--	x
LA4285	I-2	--	x
LA4285	Ph-3	--	x
LA4285	Sm	--	x
LA4285	Tm-2	--	x
LA4286	I	--	x
LA4286	I-2	--	x
LA4286	Ph-3	--	x
LA4286	Sm	--	x
LA4286	Tm-2	--	x
LA4287	sp	+	x
LA4288	bs	--	x
LA4288	irr	--	x
LA4289	bs-2	--	x
LA4289	ig	--	x
LA4290	a	--	x
LA4290	bks	--	x
LA4291	a	--	x
LA4291	bks	2	x
LA4292	j-2	--	x
LA4292	up	--	x
LA4292	wv-3	--	x
LA4340	ec	--	x
LA4341	h	--	x
LA4341	hy	--	x
LA4341	u	--	x
LA4342	oli	--	x
LA4342	u	--	x
LA4342	y	--	x
LA4343	gq	--	x
LA4343	h	--	x
LA4344	a	--	x
LA4344	mon	--	x
LA4346	sp	--	x
LA4348	c	int	x
LA4348	yg-2	--	x
