AccessionNum	Gene	Allele	ImageNum	Hyperlink
LA0917	e	--	377	http://tgrc.ucdavis.edu/images/clau,-ful,ra,e,di-LA0917.jpg
LA0917	e	--	378	http://tgrc.ucdavis.edu/images/clau,ful,ra,e,di--LA0917-le.jpg
LA0917	ful	--	377	http://tgrc.ucdavis.edu/images/clau,-ful,ra,e,di-LA0917.jpg
LA0917	ful	--	378	http://tgrc.ucdavis.edu/images/clau,ful,ra,e,di--LA0917-le.jpg
LA0917	ra	--	377	http://tgrc.ucdavis.edu/images/clau,-ful,ra,e,di-LA0917.jpg
LA0917	ra	--	378	http://tgrc.ucdavis.edu/images/clau,ful,ra,e,di--LA0917-le.jpg
LA0917	su	3	377	http://tgrc.ucdavis.edu/images/clau,-ful,ra,e,di-LA0917.jpg
LA0917	su	3	378	http://tgrc.ucdavis.edu/images/clau,ful,ra,e,di--LA0917-le.jpg
LA0923	ig	--	936	http://tgrc.ucdavis.edu/images/La,ig-LA0923-seedling.jpg
LA0923	La	--	936	http://tgrc.ucdavis.edu/images/La,ig-LA0923-seedling.jpg
LA0936	avi	--	668	http://tgrc.ucdavis.edu/images/avi-LA0936-leaves.jpg
LA0942	ete	--	908	http://tgrc.ucdavis.edu/images/ete-LA0942-seedling.jpg
LA0942	ete	--	909	http://tgrc.ucdavis.edu/images/ete-LA0942-whole-plant.jpg
LA0947	gas	--	17	http://tgrc.ucdavis.edu/images/gas.gif
LA0948	glf	--	122	http://tgrc.ucdavis.edu/images/glf.GIF
LA0949	grl	--	128	http://tgrc.ucdavis.edu/images/grl.GIF
LA0949	grl	--	129	http://tgrc.ucdavis.edu/images/grl_a.gif
LA0949	grl	--	130	http://tgrc.ucdavis.edu/images/grl_b.gif
LA0953	ini	--	415	http://tgrc.ucdavis.edu/images/ini-LA0953-.jpg
LA0962	med	--	48	http://tgrc.ucdavis.edu/images/med.GIF
LA0963	mel	--	49	http://tgrc.ucdavis.edu/images/mel.GIF
LA0967	ovi	--	187	http://tgrc.ucdavis.edu/images/ovi.GIF
LA0967	ovi	--	188	http://tgrc.ucdavis.edu/images/ovi.GIF
LA0967	ovi	--	328	http://tgrc.ucdavis.edu/images/ovi-fruit.GIF
LA0976	roa	--	211	http://tgrc.ucdavis.edu/images/roa.GIF
LA0987	con	--	846	http://tgrc.ucdavis.edu/images/con,pli-LA0987-seedling.jpg
LA0987	pli	--	846	http://tgrc.ucdavis.edu/images/con,pli-LA0987-seedling.jpg
LA0990	cm	--	840	http://tgrc.ucdavis.edu/images/cm,e,ful,su^3-LA0990-seedling.jpg
LA0990	e	--	840	http://tgrc.ucdavis.edu/images/cm,e,ful,su^3-LA0990-seedling.jpg
LA0990	ful	--	840	http://tgrc.ucdavis.edu/images/cm,e,ful,su^3-LA0990-seedling.jpg
LA0990	su	3	840	http://tgrc.ucdavis.edu/images/cm,e,ful,su^3-LA0990-seedling.jpg
LA0992	clau	--	832	http://tgrc.ucdavis.edu/images/clau,com,ra^2,su^3-LA0992-seedling.jpg
LA0992	clau	--	833	http://tgrc.ucdavis.edu/images/clau,com,su^3,ra^2-LA0992-seedling.jpg
LA0992	com	--	832	http://tgrc.ucdavis.edu/images/clau,com,ra^2,su^3-LA0992-seedling.jpg
LA0992	com	--	833	http://tgrc.ucdavis.edu/images/clau,com,su^3,ra^2-LA0992-seedling.jpg
LA0992	ra	2	832	http://tgrc.ucdavis.edu/images/clau,com,ra^2,su^3-LA0992-seedling.jpg
LA0992	ra	2	833	http://tgrc.ucdavis.edu/images/clau,com,su^3,ra^2-LA0992-seedling.jpg
LA0992	su	3	832	http://tgrc.ucdavis.edu/images/clau,com,ra^2,su^3-LA0992-seedling.jpg
LA0992	su	3	833	http://tgrc.ucdavis.edu/images/clau,com,su^3,ra^2-LA0992-seedling.jpg
LA0995	deb	--	39	http://tgrc.ucdavis.edu/images/um,def.gif
LA0995	um	--	39	http://tgrc.ucdavis.edu/images/um,def.gif
LA1000	ah	--	969	http://tgrc.ucdavis.edu/images/nv,ah-LA1000-seedling.jpg
LA1000	nv	--	969	http://tgrc.ucdavis.edu/images/nv,ah-LA1000-seedling.jpg
LA1004	bls	--	811	http://tgrc.ucdavis.edu/images/bls-LA1004-seedling.jpg
LA1008	yg-2	aud	1056	http://tgrc.ucdavis.edu/images/yg-2^aud-LA1008-seedling.jpg
LA1028	sucr	--	1474	http://tgrc.ucdavis.edu/images/LA1028-chm-low.jpg
LA1028	sucr	--	1475	http://tgrc.ucdavis.edu/images/LA1028-chm-Casinchihua-low.jpg
LA1048	ae	--	758	http://tgrc.ucdavis.edu/images/ae-LA1048-seedling.jpg
LA1050	Crk	--	849	http://tgrc.ucdavis.edu/images/Crk-LA1050-seedling.jpg
LA1050	Crk	--	850	http://tgrc.ucdavis.edu/images/Crk-LA1050-seedling-comp.jpg
LA1056	cjf	--	367	http://tgrc.ucdavis.edu/images/cjf-LA1056-.jpg
LA1056	cjf	--	368	http://tgrc.ucdavis.edu/images/cjf-LA1056-flwr-comp.jpg
LA1056	cjf	--	369	http://tgrc.ucdavis.edu/images/cjf-LA1056-flwr-comp2.jpg
LA1056	cjf	--	370	http://tgrc.ucdavis.edu/images/cjf-LA1056-flwr.jpg
LA1056	cjf	--	371	http://tgrc.ucdavis.edu/images/cjf-LA1056-flwr2.jpg
LA1058	rtd	--	994	http://tgrc.ucdavis.edu/images/rtd-LA1058-seedling.jpg
LA1063	mu	--	694	http://tgrc.ucdavis.edu/images/LA1063-seedling.jpg
LA1063	mu	--	705	http://tgrc.ucdavis.edu/images/LA1063-leaves.jpg
LA1067	aut	--	800	http://tgrc.ucdavis.edu/images/aut-LA1067-leaves.jpg
LA1067	aut	--	801	http://tgrc.ucdavis.edu/images/aut-LA1067-seedling.jpg
LA1078	ria	--	993	http://tgrc.ucdavis.edu/images/ria,ves-2-LA1078-seedling.jpg
LA1078	ves-2	--	993	http://tgrc.ucdavis.edu/images/ria,ves-2-LA1078-seedling.jpg
LA1085	h	--	206	http://tgrc.ucdavis.edu/images/res.GIF
LA1085	h	--	991	http://tgrc.ucdavis.edu/images/res,h-LA1085-leaves.jpg
LA1085	h	--	992	http://tgrc.ucdavis.edu/images/res,h-LA1085-seedling.jpg
LA1085	res	--	206	http://tgrc.ucdavis.edu/images/res.GIF
LA1085	res	--	991	http://tgrc.ucdavis.edu/images/res,h-LA1085-leaves.jpg
LA1085	res	--	992	http://tgrc.ucdavis.edu/images/res,h-LA1085-seedling.jpg
LA1100	ah	--	770	http://tgrc.ucdavis.edu/images/ah,marm,pla-LA1100-seedling.jpg
LA1100	ah	--	773	http://tgrc.ucdavis.edu/images/ah,pla,marm-LA1100-seedling.jpg
LA1100	marm	--	770	http://tgrc.ucdavis.edu/images/ah,marm,pla-LA1100-seedling.jpg
LA1100	marm	--	773	http://tgrc.ucdavis.edu/images/ah,pla,marm-LA1100-seedling.jpg
LA1100	pla	--	770	http://tgrc.ucdavis.edu/images/ah,marm,pla-LA1100-seedling.jpg
LA1100	pla	--	773	http://tgrc.ucdavis.edu/images/ah,pla,marm-LA1100-seedling.jpg
LA1101	cn	--	841	http://tgrc.ucdavis.edu/images/cn,sf,sy-LA1101-seedling.jpg
LA1101	cn	--	842	http://tgrc.ucdavis.edu/images/cn,sy,sf-LA1101-seedling.jpg
LA1101	sf	--	841	http://tgrc.ucdavis.edu/images/cn,sf,sy-LA1101-seedling.jpg
LA1101	sf	--	842	http://tgrc.ucdavis.edu/images/cn,sy,sf-LA1101-seedling.jpg
LA1101	sy	--	841	http://tgrc.ucdavis.edu/images/cn,sf,sy-LA1101-seedling.jpg
LA1101	sy	--	842	http://tgrc.ucdavis.edu/images/cn,sy,sf-LA1101-seedling.jpg
LA1103	not	--	968	http://tgrc.ucdavis.edu/images/not,var-LA1103-whole-plant.jpg
LA1103	var	--	968	http://tgrc.ucdavis.edu/images/not,var-LA1103-whole-plant.jpg
LA1104	deb	--	871	http://tgrc.ucdavis.edu/images/deb,not-LA1104-flowers.jpg
LA1104	deb	--	872	http://tgrc.ucdavis.edu/images/deb,not-LA1104-leaves.jpg
LA1104	deb	--	873	http://tgrc.ucdavis.edu/images/deb,not-LA1104-whole-plant.jpg
LA1104	not	--	871	http://tgrc.ucdavis.edu/images/deb,not-LA1104-flowers.jpg
LA1104	not	--	872	http://tgrc.ucdavis.edu/images/deb,not-LA1104-leaves.jpg
LA1104	not	--	873	http://tgrc.ucdavis.edu/images/deb,not-LA1104-whole-plant.jpg
LA1111	alb	--	404	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-.jpg
LA1111	alb	--	405	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-fruit.jpg
LA1111	alb	--	406	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-leaf.jpg
LA1111	alb	--	407	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-leaves.jpg
LA1111	alb	--	408	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-stem.jpg
LA1111	fd	--	404	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-.jpg
LA1111	fd	--	405	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-fruit.jpg
LA1111	fd	--	406	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-leaf.jpg
LA1111	fd	--	407	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-leaves.jpg
LA1111	fd	--	408	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-stem.jpg
LA1113	a	--	742	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-whole plant.jpg
LA1113	a	--	743	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-flower.jpg
LA1113	a	--	744	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-fruit.jpg
LA1113	a	--	745	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-new-fruit.jpg
LA1113	f	--	742	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-whole plant.jpg
LA1113	f	--	743	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-flower.jpg
LA1113	f	--	744	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-fruit.jpg
LA1113	f	--	745	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-new-fruit.jpg
LA1113	hl	--	742	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-whole plant.jpg
LA1113	hl	--	743	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-flower.jpg
LA1113	hl	--	744	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-fruit.jpg
LA1113	hl	--	745	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-new-fruit.jpg
LA1113	j	--	742	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-whole plant.jpg
LA1113	j	--	743	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-flower.jpg
LA1113	j	--	744	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-fruit.jpg
LA1113	j	--	745	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-new-fruit.jpg
LA1113	ms-31	--	742	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-whole plant.jpg
LA1113	ms-31	--	743	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-flower.jpg
LA1113	ms-31	--	744	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-fruit.jpg
LA1113	ms-31	--	745	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-new-fruit.jpg
LA1142	hy	--	926	http://tgrc.ucdavis.edu/images/hy-LA1142-seedling.jpg
LA1164	ah	--	27	http://tgrc.ucdavis.edu/images/ag-hy.gif
LA1164	marm	--	27	http://tgrc.ucdavis.edu/images/ag-hy.gif
LA1164	not	--	27	http://tgrc.ucdavis.edu/images/ag-hy.gif
LA1164	var	--	27	http://tgrc.ucdavis.edu/images/ag-hy.gif
LA1172	La	--	430	http://tgrc.ucdavis.edu/images/La-lg-5-LA1172-.jpg
LA1172	La	--	638	http://tgrc.ucdavis.edu/images/la,-lg-5-la1172-leaf-a.jpg
LA1172	La	--	639	http://tgrc.ucdavis.edu/images/la,lg-5-la1172-leaf-comp.jpg
LA1172	lg-5	--	430	http://tgrc.ucdavis.edu/images/La-lg-5-LA1172-.jpg
LA1172	lg-5	--	638	http://tgrc.ucdavis.edu/images/la,-lg-5-la1172-leaf-a.jpg
LA1172	lg-5	--	639	http://tgrc.ucdavis.edu/images/la,lg-5-la1172-leaf-comp.jpg
LA1175	aut	--	802	http://tgrc.ucdavis.edu/images/aut,bls-LA1175-seedling.jpg
LA1175	bls	--	802	http://tgrc.ucdavis.edu/images/aut,bls-LA1175-seedling.jpg
LA1177	alb	--	344	http://tgrc.ucdavis.edu/images/alb,mua-LA1177-.jpg
LA1177	alb	--	345	http://tgrc.ucdavis.edu/images/alb,mua-LA1177-fruit2.jpg
LA1177	alb	--	346	http://tgrc.ucdavis.edu/images/alb,mua-LA1177-shoot.jpg
LA1177	alb	--	347	C:\tgrc\TGRC_be_working.mdb
LA1177	mua	--	344	http://tgrc.ucdavis.edu/images/alb,mua-LA1177-.jpg
LA1177	mua	--	345	http://tgrc.ucdavis.edu/images/alb,mua-LA1177-fruit2.jpg
LA1177	mua	--	346	http://tgrc.ucdavis.edu/images/alb,mua-LA1177-shoot.jpg
LA1177	mua	--	347	C:\tgrc\TGRC_be_working.mdb
LA1189	c	--	190	http://tgrc.ucdavis.edu/images/pds,c.gif
LA1189	pds	--	190	http://tgrc.ucdavis.edu/images/pds,c.gif
LA1192	ag	--	763	http://tgrc.ucdavis.edu/images/ag,hy-LA1192-seedling.jpg
LA1192	ag	--	764	http://tgrc.ucdavis.edu/images/ag,hy-LA1192-leaves.jpg
LA1192	hy	--	763	http://tgrc.ucdavis.edu/images/ag,hy-LA1192-seedling.jpg
LA1192	hy	--	764	http://tgrc.ucdavis.edu/images/ag,hy-LA1192-leaves.jpg
LA1199	pcv	--	468	http://tgrc.ucdavis.edu/images/pcv-LA1199-.jpg
LA1199	pcv	--	469	http://tgrc.ucdavis.edu/images/pcv-LA1199-infl.jpg
LA1199	pcv	--	470	http://tgrc.ucdavis.edu/images/pcv-LA1199-lvs-comp.jpg
LA1199	pcv	--	471	http://tgrc.ucdavis.edu/images/pcv-LA1199-stem.jpg
LA1201	ae	--	756	http://tgrc.ucdavis.edu/images/ae-LA1201-seedling 1.jpg
LA1201	ae	--	757	http://tgrc.ucdavis.edu/images/ae-LA1201-seedling 2.jpg
LA1221	br	--	1502	http://tgrc.ucdavis.edu/images/br,h,I,Mi,Tm-2^a,Ve-LA1221-fruit.jpg
LA1221	h	--	1502	http://tgrc.ucdavis.edu/images/br,h,I,Mi,Tm-2^a,Ve-LA1221-fruit.jpg
LA1221	I	--	1502	http://tgrc.ucdavis.edu/images/br,h,I,Mi,Tm-2^a,Ve-LA1221-fruit.jpg
LA1221	Mi	--	1502	http://tgrc.ucdavis.edu/images/br,h,I,Mi,Tm-2^a,Ve-LA1221-fruit.jpg
LA1221	Tm-2	a	1502	http://tgrc.ucdavis.edu/images/br,h,I,Mi,Tm-2^a,Ve-LA1221-fruit.jpg
LA1221	Ve	--	1502	http://tgrc.ucdavis.edu/images/br,h,I,Mi,Tm-2^a,Ve-LA1221-fruit.jpg
LA1402	j-2	in	299	http://tgrc.ucdavis.edu/images/che-flowers_j2^in.GIF
LA1414	j-2	in	695	http://tgrc.ucdavis.edu/images/LA1414-fruit.jpg
LA1414	j-2	in	738	http://tgrc.ucdavis.edu/images/LA1414-plant.jpg
LA1430	bls	--	490	http://tgrc.ucdavis.edu/images/sy,La,bls,sf-LA1430-.jpg
LA1430	bls	--	491	http://tgrc.ucdavis.edu/images/sy,La,bls,sf-LA1430-stem.jpg
LA1430	Ln	--	490	http://tgrc.ucdavis.edu/images/sy,La,bls,sf-LA1430-.jpg
LA1430	Ln	--	491	http://tgrc.ucdavis.edu/images/sy,La,bls,sf-LA1430-stem.jpg
LA1430	sf	--	490	http://tgrc.ucdavis.edu/images/sy,La,bls,sf-LA1430-.jpg
LA1430	sf	--	491	http://tgrc.ucdavis.edu/images/sy,La,bls,sf-LA1430-stem.jpg
LA1430	sy	--	490	http://tgrc.ucdavis.edu/images/sy,La,bls,sf-LA1430-.jpg
LA1430	sy	--	491	http://tgrc.ucdavis.edu/images/sy,La,bls,sf-LA1430-stem.jpg
LA1444	af	--	760	http://tgrc.ucdavis.edu/images/af,d,tf,wv-LA1444-whole-plant.jpg
LA1444	d	--	760	http://tgrc.ucdavis.edu/images/af,d,tf,wv-LA1444-whole-plant.jpg
LA1444	tf	--	760	http://tgrc.ucdavis.edu/images/af,d,tf,wv-LA1444-whole-plant.jpg
LA1444	wv	--	760	http://tgrc.ucdavis.edu/images/af,d,tf,wv-LA1444-whole-plant.jpg
LA1486	au	6	796	http://tgrc.ucdavis.edu/images/au^6,au^w-LA1486,LA2837-seedling.jpg
LA1495	ful-3	--	366	http://tgrc.ucdavis.edu/images/chlorotic-mutants-leaflets.jpg
LA1495	ful-3	--	918	http://tgrc.ucdavis.edu/images/ful-3-LA1495-whole-plant.jpg
LA1498	w-3	--	1035	http://tgrc.ucdavis.edu/images/w-3-LA1498-whole-plant.jpg
LA1498	w-3	--	1036	http://tgrc.ucdavis.edu/images/w-3-LA1498-close-up.jpg
LA1525	aa	--	751	http://tgrc.ucdavis.edu/images/aa,d-LA1525-seedling.jpg
LA1525	d	--	751	http://tgrc.ucdavis.edu/images/aa,d-LA1525-seedling.jpg
LA1527	c	--	819	http://tgrc.ucdavis.edu/images/c,d-2-LA1527-seedling.jpg
LA1527	d-2	--	819	http://tgrc.ucdavis.edu/images/c,d-2-LA1527-seedling.jpg
LA1663	Ln	--	940	http://tgrc.ucdavis.edu/images/Ln,Wo^m-LA1663-leaves.jpg
LA1663	Ln	--	941	http://tgrc.ucdavis.edu/images/Ln,Wo^m-LA1663-seedling.jpg
LA1663	Wo	m	940	http://tgrc.ucdavis.edu/images/Ln,Wo^m-LA1663-leaves.jpg
LA1663	Wo	m	941	http://tgrc.ucdavis.edu/images/Ln,Wo^m-LA1663-seedling.jpg
LA1666	ae	--	423	http://tgrc.ucdavis.edu/images/l,bu,dl,ae--LA1666.jpg
LA1666	ae	--	424	http://tgrc.ucdavis.edu/images/l,bu,dl,ae-LA1666-flower.jpg
LA1666	ae	--	425	http://tgrc.ucdavis.edu/images/l,bu,dl,ae-LA1666-fruit.jpg
LA1666	ae	--	426	http://tgrc.ucdavis.edu/images/l,bu,dl,ae-LA1666-leaves.jpg
LA1666	ae	--	427	http://tgrc.ucdavis.edu/images/l,bu,dl,ae-LA1666-stem.jpg
LA1666	bu	--	423	http://tgrc.ucdavis.edu/images/l,bu,dl,ae--LA1666.jpg
LA1666	bu	--	424	http://tgrc.ucdavis.edu/images/l,bu,dl,ae-LA1666-flower.jpg
LA1666	bu	--	425	http://tgrc.ucdavis.edu/images/l,bu,dl,ae-LA1666-fruit.jpg
LA1666	bu	--	426	http://tgrc.ucdavis.edu/images/l,bu,dl,ae-LA1666-leaves.jpg
LA1666	bu	--	427	http://tgrc.ucdavis.edu/images/l,bu,dl,ae-LA1666-stem.jpg
LA1666	dl	--	423	http://tgrc.ucdavis.edu/images/l,bu,dl,ae--LA1666.jpg
LA1666	dl	--	424	http://tgrc.ucdavis.edu/images/l,bu,dl,ae-LA1666-flower.jpg
LA1666	dl	--	425	http://tgrc.ucdavis.edu/images/l,bu,dl,ae-LA1666-fruit.jpg
LA1666	dl	--	426	http://tgrc.ucdavis.edu/images/l,bu,dl,ae-LA1666-leaves.jpg
LA1666	dl	--	427	http://tgrc.ucdavis.edu/images/l,bu,dl,ae-LA1666-stem.jpg
LA1666	l	--	423	http://tgrc.ucdavis.edu/images/l,bu,dl,ae--LA1666.jpg
LA1666	l	--	424	http://tgrc.ucdavis.edu/images/l,bu,dl,ae-LA1666-flower.jpg
LA1666	l	--	425	http://tgrc.ucdavis.edu/images/l,bu,dl,ae-LA1666-fruit.jpg
LA1666	l	--	426	http://tgrc.ucdavis.edu/images/l,bu,dl,ae-LA1666-leaves.jpg
LA1666	l	--	427	http://tgrc.ucdavis.edu/images/l,bu,dl,ae-LA1666-stem.jpg
LA1700	aa	--	22	http://tgrc.ucdavis.edu/images/wv, aa, d.gif
LA1700	aa	--	291	http://tgrc.ucdavis.edu/images/wv, aa, d.gif
LA1700	aa	--	606	http://tgrc.ucdavis.edu/images/chrom 2-wv,aa,-d-la1700-entire.jpg
LA1700	aa	--	607	http://tgrc.ucdavis.edu/images/chrom 2-wv,aa,d-la1700-fruit.jpg
LA1700	aa	--	608	http://tgrc.ucdavis.edu/images/chrom 2-wv,aa,d-la1700-leaves.jpg
LA1700	d	--	22	http://tgrc.ucdavis.edu/images/wv, aa, d.gif
LA1700	d	--	291	http://tgrc.ucdavis.edu/images/wv, aa, d.gif
LA1700	d	--	606	http://tgrc.ucdavis.edu/images/chrom 2-wv,aa,-d-la1700-entire.jpg
LA1700	d	--	607	http://tgrc.ucdavis.edu/images/chrom 2-wv,aa,d-la1700-fruit.jpg
LA1700	d	--	608	http://tgrc.ucdavis.edu/images/chrom 2-wv,aa,d-la1700-leaves.jpg
LA1700	wv	--	22	http://tgrc.ucdavis.edu/images/wv, aa, d.gif
LA1700	wv	--	291	http://tgrc.ucdavis.edu/images/wv, aa, d.gif
LA1700	wv	--	606	http://tgrc.ucdavis.edu/images/chrom 2-wv,aa,-d-la1700-entire.jpg
LA1700	wv	--	607	http://tgrc.ucdavis.edu/images/chrom 2-wv,aa,d-la1700-fruit.jpg
LA1700	wv	--	608	http://tgrc.ucdavis.edu/images/chrom 2-wv,aa,d-la1700-leaves.jpg
LA1786	a	--	740	http://tgrc.ucdavis.edu/images/a,bi,c,f,j-LA1786-seedling.jpg
LA1786	bi	--	740	http://tgrc.ucdavis.edu/images/a,bi,c,f,j-LA1786-seedling.jpg
LA1786	c	--	740	http://tgrc.ucdavis.edu/images/a,bi,c,f,j-LA1786-seedling.jpg
LA1786	f	--	740	http://tgrc.ucdavis.edu/images/a,bi,c,f,j-LA1786-seedling.jpg
LA1786	j	--	740	http://tgrc.ucdavis.edu/images/a,bi,c,f,j-LA1786-seedling.jpg
LA1795	mc	--	737	http://tgrc.ucdavis.edu/images/3-602,LA3217,LA0512,3-035A,2-295,LA1795-leaves.jpg
LA1795	rin	--	737	http://tgrc.ucdavis.edu/images/3-602,LA3217,LA0512,3-035A,2-295,LA1795-leaves.jpg
LA1806	al	--	782	http://tgrc.ucdavis.edu/images/al,j,ti,wf,y-LA1806-whole-plant.jpg
LA1806	al	--	783	http://tgrc.ucdavis.edu/images/al,j,ti,wf,y-LA1806-flowers.jpg
LA1806	al	--	784	http://tgrc.ucdavis.edu/images/al,j,ti,wf,y-LA1806-seedling.jpg
LA1806	j	--	782	http://tgrc.ucdavis.edu/images/al,j,ti,wf,y-LA1806-whole-plant.jpg
LA1806	j	--	783	http://tgrc.ucdavis.edu/images/al,j,ti,wf,y-LA1806-flowers.jpg
LA1806	j	--	784	http://tgrc.ucdavis.edu/images/al,j,ti,wf,y-LA1806-seedling.jpg
LA1806	ti	--	782	http://tgrc.ucdavis.edu/images/al,j,ti,wf,y-LA1806-whole-plant.jpg
LA1806	ti	--	783	http://tgrc.ucdavis.edu/images/al,j,ti,wf,y-LA1806-flowers.jpg
LA1806	ti	--	784	http://tgrc.ucdavis.edu/images/al,j,ti,wf,y-LA1806-seedling.jpg
LA1806	wf	--	782	http://tgrc.ucdavis.edu/images/al,j,ti,wf,y-LA1806-whole-plant.jpg
LA1806	wf	--	783	http://tgrc.ucdavis.edu/images/al,j,ti,wf,y-LA1806-flowers.jpg
LA1806	wf	--	784	http://tgrc.ucdavis.edu/images/al,j,ti,wf,y-LA1806-seedling.jpg
LA1806	y	--	782	http://tgrc.ucdavis.edu/images/al,j,ti,wf,y-LA1806-whole-plant.jpg
LA1806	y	--	783	http://tgrc.ucdavis.edu/images/al,j,ti,wf,y-LA1806-flowers.jpg
LA1806	y	--	784	http://tgrc.ucdavis.edu/images/al,j,ti,wf,y-LA1806-seedling.jpg
LA1996	Aft	--	23	http://tgrc.ucdavis.edu/images/fruit.color2.gif
LA1996	Aft	--	515	http://tgrc.ucdavis.edu/images/Aft-figure1.jpg
LA1996	Aft	--	516	http://tgrc.ucdavis.edu/images/Aft_figure2.jpg
LA2000	buo	--	56	http://tgrc.ucdavis.edu/images/buo.GIF
LA2001	car-2	--	63	http://tgrc.ucdavis.edu/images/car-2.GIF
LA2007	gh-2	--	409	http://tgrc.ucdavis.edu/images/gh-2-LA2007-stg2.jpg
LA2007	gh-2	--	410	http://tgrc.ucdavis.edu/images/gh-2-LA2007.jpg
LA2011	rv-2	--	217	http://tgrc.ucdavis.edu/images/rv-2_a.GIF
LA2011	rv-2	--	218	http://tgrc.ucdavis.edu/images/rv-2_b.GIF
LA2012	sf	wl	1000	http://tgrc.ucdavis.edu/images/sf^wl-LA2012-leaves.jpg
LA2012	sf	wl	1001	http://tgrc.ucdavis.edu/images/sf^wl-LA2012-seedling.jpg
LA2015	sn	--	487	http://tgrc.ucdavis.edu/images/sn-LA2015-.jpg
LA2015	sn	--	488	http://tgrc.ucdavis.edu/images/sn-LA2015-flwr.jpg
LA2015	sn	--	489	http://tgrc.ucdavis.edu/images/sn-LA2015-hairs.jpg
LA2015	sn	--	1004	http://tgrc.ucdavis.edu/images/sn-LA2015-seedling.jpg
LA2015	sn	--	1005	http://tgrc.ucdavis.edu/images/sn-LA2015-stem.jpg
LA2024	cit	--	105	http://tgrc.ucdavis.edu/images/cit.gif
LA2024	pm	--	105	http://tgrc.ucdavis.edu/images/cit.gif
LA2026	clt	--	107	http://tgrc.ucdavis.edu/images/clt,spl.GIF
LA2026	spl	--	107	http://tgrc.ucdavis.edu/images/clt,spl.GIF
LA2027	cma	--	108	http://tgrc.ucdavis.edu/images/cma.GIF
LA2027	pm	--	108	http://tgrc.ucdavis.edu/images/cma.GIF
LA2029	cul	--	859	http://tgrc.ucdavis.edu/images/cul,pm,IL-in-RR-LA2029-seedling.jpg
LA2029	pm	--	859	http://tgrc.ucdavis.edu/images/cul,pm,IL-in-RR-LA2029-seedling.jpg
LA2030	dtt	--	73	http://tgrc.ucdavis.edu/images/dtt,spl.GIF
LA2030	spl	--	73	http://tgrc.ucdavis.edu/images/dtt,spl.GIF
LA2031	elu	--	318	http://tgrc.ucdavis.edu/images/glm.GIF
LA2031	glm	--	318	http://tgrc.ucdavis.edu/images/glm.GIF
LA2033	dmd	--	69	http://tgrc.ucdavis.edu/images/dmd1,spl.GIF
LA2033	dmd	--	898	http://tgrc.ucdavis.edu/images/dmd,spl-LA2033-seedling.jpg
LA2033	dmd	--	1007	http://tgrc.ucdavis.edu/images/spl,dmd-LA2033-seedling.jpg
LA2033	spl	--	69	http://tgrc.ucdavis.edu/images/dmd1,spl.GIF
LA2033	spl	--	898	http://tgrc.ucdavis.edu/images/dmd,spl-LA2033-seedling.jpg
LA2033	spl	--	1007	http://tgrc.ucdavis.edu/images/spl,dmd-LA2033-seedling.jpg
LA2034	du	--	70	http://tgrc.ucdavis.edu/images/dmd2,spl.GIF
LA2034	du	--	71	http://tgrc.ucdavis.edu/images/dmd3,spl.GIF
LA2034	du	--	74	http://tgrc.ucdavis.edu/images/du,spl.GIF
LA2034	spl	--	70	http://tgrc.ucdavis.edu/images/dmd2,spl.GIF
LA2034	spl	--	71	http://tgrc.ucdavis.edu/images/dmd3,spl.GIF
