AccessionNum	Gene	Allele	ImageNum	Hyperlink	Caption	Taxon	PhenotypicCategory	AbbrevForSolgenes	Description
LA1101	sf	--	842	http://tgrc.ucdavis.edu/images/cn,sy,sf-LA1101-seedling.jpg	Seedling ofchromosome 3 marker stock LA1101 cn,sf,sy compared to cv VF36 control [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA1101	sf	--	842	http://tgrc.ucdavis.edu/images/cn,sy,sf-LA1101-seedling.jpg	Seedling ofchromosome 3 marker stock LA1101 cn,sf,sy compared to cv VF36 control [photo: Carl M. Jones].	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA1101	sy	--	841	http://tgrc.ucdavis.edu/images/cn,sf,sy-LA1101-seedling.jpg	Seedling of chromosome 3 marker stock LA1101 cn,sf,sy [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA1101	sy	--	841	http://tgrc.ucdavis.edu/images/cn,sf,sy-LA1101-seedling.jpg	Seedling of chromosome 3 marker stock LA1101 cn,sf,sy [photo: Carl M. Jones].	L. esculentum	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA1101	sy	--	841	http://tgrc.ucdavis.edu/images/cn,sf,sy-LA1101-seedling.jpg	Seedling of chromosome 3 marker stock LA1101 cn,sf,sy [photo: Carl M. Jones].	L. esculentum	F	Virescent	Virescent: chlorophyll deficiency localized at growing point
LA1101	sy	--	842	http://tgrc.ucdavis.edu/images/cn,sy,sf-LA1101-seedling.jpg	Seedling ofchromosome 3 marker stock LA1101 cn,sf,sy compared to cv VF36 control [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA1101	sy	--	842	http://tgrc.ucdavis.edu/images/cn,sy,sf-LA1101-seedling.jpg	Seedling ofchromosome 3 marker stock LA1101 cn,sf,sy compared to cv VF36 control [photo: Carl M. Jones].	L. esculentum	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA1101	sy	--	842	http://tgrc.ucdavis.edu/images/cn,sy,sf-LA1101-seedling.jpg	Seedling ofchromosome 3 marker stock LA1101 cn,sf,sy compared to cv VF36 control [photo: Carl M. Jones].	L. esculentum	F	Virescent	Virescent: chlorophyll deficiency localized at growing point
LA1103	not	--	968	http://tgrc.ucdavis.edu/images/not,var-LA1103-whole-plant.jpg	Whole plant of LA1103 not, var (phenotype after ABA application) [photo: Carl M. Jones].	L. esculentum	H	Leaf necrosis	Leaf necrosis
LA1103	not	--	968	http://tgrc.ucdavis.edu/images/not,var-LA1103-whole-plant.jpg	Whole plant of LA1103 not, var (phenotype after ABA application) [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA1103	not	--	968	http://tgrc.ucdavis.edu/images/not,var-LA1103-whole-plant.jpg	Whole plant of LA1103 not, var (phenotype after ABA application) [photo: Carl M. Jones].	L. esculentum	W	Overwilting	Overwilting stomatal defect
LA1103	not	--	968	http://tgrc.ucdavis.edu/images/not,var-LA1103-whole-plant.jpg	Whole plant of LA1103 not, var (phenotype after ABA application) [photo: Carl M. Jones].	L. esculentum	Y	Nutrition/hormone	Nutritional or hormonal disorder
LA1103	var	--	968	http://tgrc.ucdavis.edu/images/not,var-LA1103-whole-plant.jpg	Whole plant of LA1103 not, var (phenotype after ABA application) [photo: Carl M. Jones].	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA1103	var	--	968	http://tgrc.ucdavis.edu/images/not,var-LA1103-whole-plant.jpg	Whole plant of LA1103 not, var (phenotype after ABA application) [photo: Carl M. Jones].	L. esculentum	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA1103	var	--	968	http://tgrc.ucdavis.edu/images/not,var-LA1103-whole-plant.jpg	Whole plant of LA1103 not, var (phenotype after ABA application) [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA1104	deb	--	871	http://tgrc.ucdavis.edu/images/deb,not-LA1104-flowers.jpg	Flowers of LA1104 deb, not [photo: Carl M. Jones].	L. esculentum	B	Chl deficient white	Chlorophyll deficiency: white or whitish
LA1104	deb	--	871	http://tgrc.ucdavis.edu/images/deb,not-LA1104-flowers.jpg	Flowers of LA1104 deb, not [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA1104	deb	--	871	http://tgrc.ucdavis.edu/images/deb,not-LA1104-flowers.jpg	Flowers of LA1104 deb, not [photo: Carl M. Jones].	L. esculentum	H	Leaf necrosis	Leaf necrosis
LA1104	deb	--	871	http://tgrc.ucdavis.edu/images/deb,not-LA1104-flowers.jpg	Flowers of LA1104 deb, not [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA1104	deb	--	872	http://tgrc.ucdavis.edu/images/deb,not-LA1104-leaves.jpg	Leaves of LA1104 deb,not [photo: Carl M. Jones].	L. esculentum	B	Chl deficient white	Chlorophyll deficiency: white or whitish
LA1104	deb	--	872	http://tgrc.ucdavis.edu/images/deb,not-LA1104-leaves.jpg	Leaves of LA1104 deb,not [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA1104	deb	--	872	http://tgrc.ucdavis.edu/images/deb,not-LA1104-leaves.jpg	Leaves of LA1104 deb,not [photo: Carl M. Jones].	L. esculentum	H	Leaf necrosis	Leaf necrosis
LA1104	deb	--	872	http://tgrc.ucdavis.edu/images/deb,not-LA1104-leaves.jpg	Leaves of LA1104 deb,not [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA1104	deb	--	873	http://tgrc.ucdavis.edu/images/deb,not-LA1104-whole-plant.jpg	Whole plant of LA1104 deb, not [photo: Carl M. Jones].	L. esculentum	B	Chl deficient white	Chlorophyll deficiency: white or whitish
LA1104	deb	--	873	http://tgrc.ucdavis.edu/images/deb,not-LA1104-whole-plant.jpg	Whole plant of LA1104 deb, not [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA1104	deb	--	873	http://tgrc.ucdavis.edu/images/deb,not-LA1104-whole-plant.jpg	Whole plant of LA1104 deb, not [photo: Carl M. Jones].	L. esculentum	H	Leaf necrosis	Leaf necrosis
LA1104	deb	--	873	http://tgrc.ucdavis.edu/images/deb,not-LA1104-whole-plant.jpg	Whole plant of LA1104 deb, not [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA1104	not	--	871	http://tgrc.ucdavis.edu/images/deb,not-LA1104-flowers.jpg	Flowers of LA1104 deb, not [photo: Carl M. Jones].	L. esculentum	H	Leaf necrosis	Leaf necrosis
LA1104	not	--	871	http://tgrc.ucdavis.edu/images/deb,not-LA1104-flowers.jpg	Flowers of LA1104 deb, not [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA1104	not	--	871	http://tgrc.ucdavis.edu/images/deb,not-LA1104-flowers.jpg	Flowers of LA1104 deb, not [photo: Carl M. Jones].	L. esculentum	W	Overwilting	Overwilting stomatal defect
LA1104	not	--	871	http://tgrc.ucdavis.edu/images/deb,not-LA1104-flowers.jpg	Flowers of LA1104 deb, not [photo: Carl M. Jones].	L. esculentum	Y	Nutrition/hormone	Nutritional or hormonal disorder
LA1104	not	--	872	http://tgrc.ucdavis.edu/images/deb,not-LA1104-leaves.jpg	Leaves of LA1104 deb,not [photo: Carl M. Jones].	L. esculentum	H	Leaf necrosis	Leaf necrosis
LA1104	not	--	872	http://tgrc.ucdavis.edu/images/deb,not-LA1104-leaves.jpg	Leaves of LA1104 deb,not [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA1104	not	--	872	http://tgrc.ucdavis.edu/images/deb,not-LA1104-leaves.jpg	Leaves of LA1104 deb,not [photo: Carl M. Jones].	L. esculentum	W	Overwilting	Overwilting stomatal defect
LA1104	not	--	872	http://tgrc.ucdavis.edu/images/deb,not-LA1104-leaves.jpg	Leaves of LA1104 deb,not [photo: Carl M. Jones].	L. esculentum	Y	Nutrition/hormone	Nutritional or hormonal disorder
LA1104	not	--	873	http://tgrc.ucdavis.edu/images/deb,not-LA1104-whole-plant.jpg	Whole plant of LA1104 deb, not [photo: Carl M. Jones].	L. esculentum	H	Leaf necrosis	Leaf necrosis
LA1104	not	--	873	http://tgrc.ucdavis.edu/images/deb,not-LA1104-whole-plant.jpg	Whole plant of LA1104 deb, not [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA1104	not	--	873	http://tgrc.ucdavis.edu/images/deb,not-LA1104-whole-plant.jpg	Whole plant of LA1104 deb, not [photo: Carl M. Jones].	L. esculentum	W	Overwilting	Overwilting stomatal defect
LA1104	not	--	873	http://tgrc.ucdavis.edu/images/deb,not-LA1104-whole-plant.jpg	Whole plant of LA1104 deb, not [photo: Carl M. Jones].	L. esculentum	Y	Nutrition/hormone	Nutritional or hormonal disorder
LA1111	alb	--	404	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-.jpg	Whole plant of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA1111	alb	--	404	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-.jpg	Whole plant of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	G	Variegation	Variegation, flecking or striping
LA1111	alb	--	405	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-fruit.jpg	Fruit of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA1111	alb	--	405	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-fruit.jpg	Fruit of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	G	Variegation	Variegation, flecking or striping
LA1111	alb	--	406	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-leaf.jpg	Leaf of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA1111	alb	--	406	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-leaf.jpg	Leaf of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	G	Variegation	Variegation, flecking or striping
LA1111	alb	--	407	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-leaves.jpg	Leaves of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA1111	alb	--	407	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-leaves.jpg	Leaves of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	G	Variegation	Variegation, flecking or striping
LA1111	alb	--	408	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-stem.jpg	Stem of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA1111	alb	--	408	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-stem.jpg	Stem of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	G	Variegation	Variegation, flecking or striping
LA1111	fd	--	404	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-.jpg	Whole plant of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA1111	fd	--	404	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-.jpg	Whole plant of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	G	Variegation	Variegation, flecking or striping
LA1111	fd	--	404	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-.jpg	Whole plant of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	K	Plant habit and size	Plant habit and size
LA1111	fd	--	405	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-fruit.jpg	Fruit of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA1111	fd	--	405	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-fruit.jpg	Fruit of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	G	Variegation	Variegation, flecking or striping
LA1111	fd	--	405	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-fruit.jpg	Fruit of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	K	Plant habit and size	Plant habit and size
LA1111	fd	--	406	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-leaf.jpg	Leaf of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA1111	fd	--	406	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-leaf.jpg	Leaf of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	G	Variegation	Variegation, flecking or striping
LA1111	fd	--	406	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-leaf.jpg	Leaf of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	K	Plant habit and size	Plant habit and size
LA1111	fd	--	407	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-leaves.jpg	Leaves of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA1111	fd	--	407	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-leaves.jpg	Leaves of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	G	Variegation	Variegation, flecking or striping
LA1111	fd	--	407	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-leaves.jpg	Leaves of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	K	Plant habit and size	Plant habit and size
LA1111	fd	--	408	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-stem.jpg	Stem of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA1111	fd	--	408	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-stem.jpg	Stem of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	G	Variegation	Variegation, flecking or striping
LA1111	fd	--	408	http://tgrc.ucdavis.edu/images/fd,alb-LA1111-stem.jpg	Stem of flecked dwarf (fd), albescent (alb); Accession(s): LA1111; [photo C.M. Jones]	L. esculentum	K	Plant habit and size	Plant habit and size
LA1113	a	--	742	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-whole plant.jpg	Whole plant of LA1113 a,f,hl,j,ms-31 [photo: Carl M. Jones].	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA1113	a	--	743	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-flower.jpg	Flower of LA1113 a, f, hl, j, ms-31 [photo: Carl M. Jones].	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA1113	a	--	744	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-fruit.jpg	Fruit of LA1113 a, f, hl, j, ms-31 [photo: Carl M. Jones].	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA1113	a	--	745	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-new-fruit.jpg	Fruit of LA1113 a, f, hl, j, ms-31 [photo: Carl M. Jones].	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA1113	f	--	742	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-whole plant.jpg	Whole plant of LA1113 a,f,hl,j,ms-31 [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA1113	f	--	742	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-whole plant.jpg	Whole plant of LA1113 a,f,hl,j,ms-31 [photo: Carl M. Jones].	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA1113	f	--	743	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-flower.jpg	Flower of LA1113 a, f, hl, j, ms-31 [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA1113	f	--	743	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-flower.jpg	Flower of LA1113 a, f, hl, j, ms-31 [photo: Carl M. Jones].	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA1113	f	--	744	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-fruit.jpg	Fruit of LA1113 a, f, hl, j, ms-31 [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA1113	f	--	744	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-fruit.jpg	Fruit of LA1113 a, f, hl, j, ms-31 [photo: Carl M. Jones].	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA1113	f	--	745	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-new-fruit.jpg	Fruit of LA1113 a, f, hl, j, ms-31 [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA1113	f	--	745	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-new-fruit.jpg	Fruit of LA1113 a, f, hl, j, ms-31 [photo: Carl M. Jones].	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA1113	hl	--	742	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-whole plant.jpg	Whole plant of LA1113 a,f,hl,j,ms-31 [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA1113	hl	--	742	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-whole plant.jpg	Whole plant of LA1113 a,f,hl,j,ms-31 [photo: Carl M. Jones].	L. esculentum	X	Vascular modification	Vascular modification
LA1113	hl	--	743	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-flower.jpg	Flower of LA1113 a, f, hl, j, ms-31 [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA1113	hl	--	743	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-flower.jpg	Flower of LA1113 a, f, hl, j, ms-31 [photo: Carl M. Jones].	L. esculentum	X	Vascular modification	Vascular modification
LA1113	hl	--	744	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-fruit.jpg	Fruit of LA1113 a, f, hl, j, ms-31 [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA1113	hl	--	744	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-fruit.jpg	Fruit of LA1113 a, f, hl, j, ms-31 [photo: Carl M. Jones].	L. esculentum	X	Vascular modification	Vascular modification
LA1113	hl	--	745	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-new-fruit.jpg	Fruit of LA1113 a, f, hl, j, ms-31 [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA1113	hl	--	745	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-new-fruit.jpg	Fruit of LA1113 a, f, hl, j, ms-31 [photo: Carl M. Jones].	L. esculentum	X	Vascular modification	Vascular modification
LA1113	j	--	742	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-whole plant.jpg	Whole plant of LA1113 a,f,hl,j,ms-31 [photo: Carl M. Jones].	L. esculentum	M	Inflorescence	Inflorescence (exclusive of L)
LA1113	j	--	743	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-flower.jpg	Flower of LA1113 a, f, hl, j, ms-31 [photo: Carl M. Jones].	L. esculentum	M	Inflorescence	Inflorescence (exclusive of L)
LA1113	j	--	744	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-fruit.jpg	Fruit of LA1113 a, f, hl, j, ms-31 [photo: Carl M. Jones].	L. esculentum	M	Inflorescence	Inflorescence (exclusive of L)
LA1113	j	--	745	http://tgrc.ucdavis.edu/images/a,f,hl,j,ms-31-LA1113-new-fruit.jpg	Fruit of LA1113 a, f, hl, j, ms-31 [photo: Carl M. Jones].	L. esculentum	M	Inflorescence	Inflorescence (exclusive of L)
