AccessionNum	Gene	Allele	ImageNum	Hyperlink	Caption	Taxon	PhenotypicCategory	AbbrevForSolgenes	Description
LA2467	lg	--	939	http://tgrc.ucdavis.edu/images/lg,pe,u,vi-LA2467-seedling.jpg	Seedling of LA2467 lg,pe,u,vi compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	D	Chl deficient grey-grn	Chlorophyll deficiency: light, grey, or dull green
LA2467	pe	--	939	http://tgrc.ucdavis.edu/images/lg,pe,u,vi-LA2467-seedling.jpg	Seedling of LA2467 lg,pe,u,vi compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA2467	u	--	939	http://tgrc.ucdavis.edu/images/lg,pe,u,vi-LA2467-seedling.jpg	Seedling of LA2467 lg,pe,u,vi compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA2467	vi	--	939	http://tgrc.ucdavis.edu/images/lg,pe,u,vi-LA2467-seedling.jpg	Seedling of LA2467 lg,pe,u,vi compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA2473	alb	--	785	http://tgrc.ucdavis.edu/images/alb,c,gra,sft-LA2473-seedling.jpg	Seedling of LA2473 alb,c,gra,sft compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA2473	alb	--	785	http://tgrc.ucdavis.edu/images/alb,c,gra,sft-LA2473-seedling.jpg	Seedling of LA2473 alb,c,gra,sft compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	G	Variegation	Variegation, flecking or striping
LA2473	c	--	785	http://tgrc.ucdavis.edu/images/alb,c,gra,sft-LA2473-seedling.jpg	Seedling of LA2473 alb,c,gra,sft compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA2473	gra	--	785	http://tgrc.ucdavis.edu/images/alb,c,gra,sft-LA2473-seedling.jpg	Seedling of LA2473 alb,c,gra,sft compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA2473	gra	--	785	http://tgrc.ucdavis.edu/images/alb,c,gra,sft-LA2473-seedling.jpg	Seedling of LA2473 alb,c,gra,sft compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA2473	sft	--	785	http://tgrc.ucdavis.edu/images/alb,c,gra,sft-LA2473-seedling.jpg	Seedling of LA2473 alb,c,gra,sft compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	M	Inflorescence	Inflorescence (exclusive of L)
LA2477	cjf	--	829	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling.jpg	Seedling of LA2477 cjf, h, l, sp, u, vo, wf [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA2477	cjf	--	829	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling.jpg	Seedling of LA2477 cjf, h, l, sp, u, vo, wf [photo: Carl M. Jones].	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
LA2477	cjf	--	830	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling comp.jpg	Seedling of LA2477 cjf,h,l,sp,u,vo,wf compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA2477	cjf	--	830	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling comp.jpg	Seedling of LA2477 cjf,h,l,sp,u,vo,wf compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
LA2477	h	--	829	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling.jpg	Seedling of LA2477 cjf, h, l, sp, u, vo, wf [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA2477	h	--	830	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling comp.jpg	Seedling of LA2477 cjf,h,l,sp,u,vo,wf compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA2477	l	--	829	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling.jpg	Seedling of LA2477 cjf, h, l, sp, u, vo, wf [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA2477	l	--	830	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling comp.jpg	Seedling of LA2477 cjf,h,l,sp,u,vo,wf compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA2477	sp	--	829	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling.jpg	Seedling of LA2477 cjf, h, l, sp, u, vo, wf [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA2477	sp	--	830	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling comp.jpg	Seedling of LA2477 cjf,h,l,sp,u,vo,wf compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA2477	u	--	829	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling.jpg	Seedling of LA2477 cjf, h, l, sp, u, vo, wf [photo: Carl M. Jones].	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA2477	u	--	830	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling comp.jpg	Seedling of LA2477 cjf,h,l,sp,u,vo,wf compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA2477	vo	--	829	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling.jpg	Seedling of LA2477 cjf, h, l, sp, u, vo, wf [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA2477	vo	--	829	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling.jpg	Seedling of LA2477 cjf, h, l, sp, u, vo, wf [photo: Carl M. Jones].	L. esculentum	F	Virescent	Virescent: chlorophyll deficiency localized at growing point
LA2477	vo	--	829	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling.jpg	Seedling of LA2477 cjf, h, l, sp, u, vo, wf [photo: Carl M. Jones].	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA2477	vo	--	830	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling comp.jpg	Seedling of LA2477 cjf,h,l,sp,u,vo,wf compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA2477	vo	--	830	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling comp.jpg	Seedling of LA2477 cjf,h,l,sp,u,vo,wf compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	F	Virescent	Virescent: chlorophyll deficiency localized at growing point
LA2477	vo	--	830	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling comp.jpg	Seedling of LA2477 cjf,h,l,sp,u,vo,wf compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA2477	wf	--	829	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling.jpg	Seedling of LA2477 cjf, h, l, sp, u, vo, wf [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA2477	wf	--	830	http://tgrc.ucdavis.edu/images/cjf,h,l,sp,u,vo,wf-LA2477-seedling comp.jpg	Seedling of LA2477 cjf,h,l,sp,u,vo,wf compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA2490	dl	--	894	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling.jpg	Seedling of LA2490 dl,mc,pdw,pst [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA2490	dl	--	894	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling.jpg	Seedling of LA2490 dl,mc,pdw,pst [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA2490	dl	--	894	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling.jpg	Seedling of LA2490 dl,mc,pdw,pst [photo: Carl M. Jones].	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
LA2490	dl	--	895	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling comp.jpg	Seedling of LA2490 dl,mc,pdw,pst compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA2490	dl	--	895	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling comp.jpg	Seedling of LA2490 dl,mc,pdw,pst compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA2490	dl	--	895	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling comp.jpg	Seedling of LA2490 dl,mc,pdw,pst compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
LA2490	mc	--	894	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling.jpg	Seedling of LA2490 dl,mc,pdw,pst [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA2490	mc	--	894	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling.jpg	Seedling of LA2490 dl,mc,pdw,pst [photo: Carl M. Jones].	L. esculentum	M	Inflorescence	Inflorescence (exclusive of L)
LA2490	mc	--	895	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling comp.jpg	Seedling of LA2490 dl,mc,pdw,pst compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA2490	mc	--	895	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling comp.jpg	Seedling of LA2490 dl,mc,pdw,pst compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	M	Inflorescence	Inflorescence (exclusive of L)
LA2490	pdw	--	894	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling.jpg	Seedling of LA2490 dl,mc,pdw,pst [photo: Carl M. Jones].	L. esculentum	V	Allozyme variant	Allozyme variant
LA2490	pdw	--	895	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling comp.jpg	Seedling of LA2490 dl,mc,pdw,pst compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	V	Allozyme variant	Allozyme variant
LA2490	pst	--	894	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling.jpg	Seedling of LA2490 dl,mc,pdw,pst [photo: Carl M. Jones].	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA2490	pst	--	895	http://tgrc.ucdavis.edu/images/dl,mc,pdw,pst-LA2490-seedling comp.jpg	Seedling of LA2490 dl,mc,pdw,pst compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA2493	ag	--	761	http://tgrc.ucdavis.edu/images/ag,h,hy,Xa-2-LA2493-seedling.jpg	Seedling of chromosome 10 marker stock LA2493 ag,h,hy,Xa-2 compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA2493	ag	--	762	http://tgrc.ucdavis.edu/images/ag,h,hy,Xa-2-LA2493-leaves.jpg	Leaves of chromosome 10 marker stock LA2493 ag,h,hy,Xa-2. Note anthocyanin under leaves from ag. [photo: Carl M. Jones].	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA2493	h	--	761	http://tgrc.ucdavis.edu/images/ag,h,hy,Xa-2-LA2493-seedling.jpg	Seedling of chromosome 10 marker stock LA2493 ag,h,hy,Xa-2 compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA2493	h	--	762	http://tgrc.ucdavis.edu/images/ag,h,hy,Xa-2-LA2493-leaves.jpg	Leaves of chromosome 10 marker stock LA2493 ag,h,hy,Xa-2. Note anthocyanin under leaves from ag. [photo: Carl M. Jones].	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA2493	hy	--	761	http://tgrc.ucdavis.edu/images/ag,h,hy,Xa-2-LA2493-seedling.jpg	Seedling of chromosome 10 marker stock LA2493 ag,h,hy,Xa-2 compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA2493	hy	--	762	http://tgrc.ucdavis.edu/images/ag,h,hy,Xa-2-LA2493-leaves.jpg	Leaves of chromosome 10 marker stock LA2493 ag,h,hy,Xa-2. Note anthocyanin under leaves from ag. [photo: Carl M. Jones].	L. esculentum	E	Chl deficient yel-grn	Chlorophyll deficiency: yellow-green
LA2493	Xa-2	--	761	http://tgrc.ucdavis.edu/images/ag,h,hy,Xa-2-LA2493-seedling.jpg	Seedling of chromosome 10 marker stock LA2493 ag,h,hy,Xa-2 compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA2493	Xa-2	--	762	http://tgrc.ucdavis.edu/images/ag,h,hy,Xa-2-LA2493-leaves.jpg	Leaves of chromosome 10 marker stock LA2493 ag,h,hy,Xa-2. Note anthocyanin under leaves from ag. [photo: Carl M. Jones].	L. esculentum	C	Chl deficient yellow	Chlorophyll deficiency: yellow or yellowish
LA2504	ag	--	669	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-flower-.jpg	Flowers of anthocyanin gainer (ag), uniform ripening (u), hairs absent (h), tangerine (t), netted (nd); Accession(s): LA2504; [photo C.M. Jones]	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA2504	ag	--	670	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-leaves.jpg	Leaves of anthocyanin gainer (ag), uniform ripening (u), hairs absent (h), tangerine (t), netted (nd); Accession(s): LA2504; [photo C.M. Jones]	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA2504	ag	--	671	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-stem.jpg	Stem of anthocyanin gainer (ag), uniform ripening (u), hairs absent (h), tangerine (t), netted (nd); Accession(s): LA2504; [photo C.M. Jones]	L. esculentum	A	Anthocyanin modified	Anthocyanin modifications: intensification, reduction, elimination
LA2504	h	--	669	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-flower-.jpg	Flowers of anthocyanin gainer (ag), uniform ripening (u), hairs absent (h), tangerine (t), netted (nd); Accession(s): LA2504; [photo C.M. Jones]	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA2504	h	--	670	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-leaves.jpg	Leaves of anthocyanin gainer (ag), uniform ripening (u), hairs absent (h), tangerine (t), netted (nd); Accession(s): LA2504; [photo C.M. Jones]	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA2504	h	--	671	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-stem.jpg	Stem of anthocyanin gainer (ag), uniform ripening (u), hairs absent (h), tangerine (t), netted (nd); Accession(s): LA2504; [photo C.M. Jones]	L. esculentum	I	Hair modification	Hair modifications: augmentation, reduction, distortion, elimination
LA2504	nd	--	669	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-flower-.jpg	Flowers of anthocyanin gainer (ag), uniform ripening (u), hairs absent (h), tangerine (t), netted (nd); Accession(s): LA2504; [photo C.M. Jones]	L. esculentum	F	Virescent	Virescent: chlorophyll deficiency localized at growing point
LA2504	nd	--	670	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-leaves.jpg	Leaves of anthocyanin gainer (ag), uniform ripening (u), hairs absent (h), tangerine (t), netted (nd); Accession(s): LA2504; [photo C.M. Jones]	L. esculentum	F	Virescent	Virescent: chlorophyll deficiency localized at growing point
LA2504	nd	--	671	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-stem.jpg	Stem of anthocyanin gainer (ag), uniform ripening (u), hairs absent (h), tangerine (t), netted (nd); Accession(s): LA2504; [photo C.M. Jones]	L. esculentum	F	Virescent	Virescent: chlorophyll deficiency localized at growing point
LA2504	t	--	669	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-flower-.jpg	Flowers of anthocyanin gainer (ag), uniform ripening (u), hairs absent (h), tangerine (t), netted (nd); Accession(s): LA2504; [photo C.M. Jones]	L. esculentum	L	Flower form and color	Flower form and color
LA2504	t	--	669	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-flower-.jpg	Flowers of anthocyanin gainer (ag), uniform ripening (u), hairs absent (h), tangerine (t), netted (nd); Accession(s): LA2504; [photo C.M. Jones]	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA2504	t	--	670	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-leaves.jpg	Leaves of anthocyanin gainer (ag), uniform ripening (u), hairs absent (h), tangerine (t), netted (nd); Accession(s): LA2504; [photo C.M. Jones]	L. esculentum	L	Flower form and color	Flower form and color
LA2504	t	--	670	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-leaves.jpg	Leaves of anthocyanin gainer (ag), uniform ripening (u), hairs absent (h), tangerine (t), netted (nd); Accession(s): LA2504; [photo C.M. Jones]	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA2504	t	--	671	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-stem.jpg	Stem of anthocyanin gainer (ag), uniform ripening (u), hairs absent (h), tangerine (t), netted (nd); Accession(s): LA2504; [photo C.M. Jones]	L. esculentum	L	Flower form and color	Flower form and color
LA2504	t	--	671	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-stem.jpg	Stem of anthocyanin gainer (ag), uniform ripening (u), hairs absent (h), tangerine (t), netted (nd); Accession(s): LA2504; [photo C.M. Jones]	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA2504	u	--	669	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-flower-.jpg	Flowers of anthocyanin gainer (ag), uniform ripening (u), hairs absent (h), tangerine (t), netted (nd); Accession(s): LA2504; [photo C.M. Jones]	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA2504	u	--	670	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-leaves.jpg	Leaves of anthocyanin gainer (ag), uniform ripening (u), hairs absent (h), tangerine (t), netted (nd); Accession(s): LA2504; [photo C.M. Jones]	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
LA2504	u	--	671	http://tgrc.ucdavis.edu/images/Chrom 10-ag,u,h,t,nd-LA2504-stem.jpg	Stem of anthocyanin gainer (ag), uniform ripening (u), hairs absent (h), tangerine (t), netted (nd); Accession(s): LA2504; [photo C.M. Jones]	L. esculentum	P	Fruit color and flavor	Fruit color and flavor, ripening modification
la2532	Pts	--	658	http://tgrc.ucdavis.edu/images/pts-la2532.jpg	Leaves of Petroselinum (pts); Accession(s): la2532; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2714	ms-32	--	1525	http://tgrc.ucdavis.edu/images/ms-32-LA2714-fruit.jpg	Fruit of male-sterile-32 (ms-32),  (LA2714); [photo C.M. Jones].	L. esculentum	N	Sterility	Sterility: any condition leading to partial or complete unfruitfulness
LA2797	bu	--	814	http://tgrc.ucdavis.edu/images/bu,j-LA2797-seedling-comp.jpg	Seedling of LA2797 bu,j compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA2797	bu	--	814	http://tgrc.ucdavis.edu/images/bu,j-LA2797-seedling-comp.jpg	Seedling of LA2797 bu,j compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA2797	bu	--	814	http://tgrc.ucdavis.edu/images/bu,j-LA2797-seedling-comp.jpg	Seedling of LA2797 bu,j compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	M	Inflorescence	Inflorescence (exclusive of L)
LA2797	bu	--	815	http://tgrc.ucdavis.edu/images/bu,j-LA2797-seedling.jpg	Seedling of LA2797 bu, j [photo: Carl M. Jones].	L. esculentum	J	Leaf form and size	Leaf form and size
LA2797	bu	--	815	http://tgrc.ucdavis.edu/images/bu,j-LA2797-seedling.jpg	Seedling of LA2797 bu, j [photo: Carl M. Jones].	L. esculentum	K	Plant habit and size	Plant habit and size
LA2797	bu	--	815	http://tgrc.ucdavis.edu/images/bu,j-LA2797-seedling.jpg	Seedling of LA2797 bu, j [photo: Carl M. Jones].	L. esculentum	M	Inflorescence	Inflorescence (exclusive of L)
LA2797	f	--	814	http://tgrc.ucdavis.edu/images/bu,j-LA2797-seedling-comp.jpg	Seedling of LA2797 bu,j compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA2797	f	--	814	http://tgrc.ucdavis.edu/images/bu,j-LA2797-seedling-comp.jpg	Seedling of LA2797 bu,j compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA2797	f	--	815	http://tgrc.ucdavis.edu/images/bu,j-LA2797-seedling.jpg	Seedling of LA2797 bu, j [photo: Carl M. Jones].	L. esculentum	L	Flower form and color	Flower form and color
LA2797	f	--	815	http://tgrc.ucdavis.edu/images/bu,j-LA2797-seedling.jpg	Seedling of LA2797 bu, j [photo: Carl M. Jones].	L. esculentum	O	Fruit form and texture	Fruit form and surface texture
LA2797	j	--	814	http://tgrc.ucdavis.edu/images/bu,j-LA2797-seedling-comp.jpg	Seedling of LA2797 bu,j compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	M	Inflorescence	Inflorescence (exclusive of L)
LA2797	j	--	815	http://tgrc.ucdavis.edu/images/bu,j-LA2797-seedling.jpg	Seedling of LA2797 bu, j [photo: Carl M. Jones].	L. esculentum	M	Inflorescence	Inflorescence (exclusive of L)
LA2802	crt	--	851	http://tgrc.ucdavis.edu/images/crt-LA2802-roots.jpg	Roots of cottony root mutant (crt) LA2802 compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	R	Root modification	Root modification
LA2802	crt	--	852	http://tgrc.ucdavis.edu/images/crt-LA2802-seedling.jpg	Seedling of LA2802 crt compared to wild type (LA1795) [photo: Carl M. Jones].	L. esculentum	R	Root modification	Root modification
LA2838	pro	--	382	http://tgrc.ucdavis.edu/images/LA2838A-cv. Ailsa Craig.JPG	Field grown plant of LA2838A-cv. Ailsa Craig; Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2838	pro	--	382	http://tgrc.ucdavis.edu/images/LA2838A-cv. Ailsa Craig.JPG	Field grown plant of LA2838A-cv. Ailsa Craig; Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	Z	Precocious development	Precocious development
LA2838	pro	--	431	http://tgrc.ucdavis.edu/images/LA2838,-atv-LA3736.jpg	Leaf of atroviolacium (atv); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2838	pro	--	431	http://tgrc.ucdavis.edu/images/LA2838,-atv-LA3736.jpg	Leaf of atroviolacium (atv); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	Z	Precocious development	Precocious development
LA2838	pro	--	432	http://tgrc.ucdavis.edu/images/LA2838A,-a-LA3263.jpg	Whole plant of anthocyaninless (a); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2838	pro	--	432	http://tgrc.ucdavis.edu/images/LA2838A,-a-LA3263.jpg	Whole plant of anthocyaninless (a); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	Z	Precocious development	Precocious development
LA2838	pro	--	433	http://tgrc.ucdavis.edu/images/LA2838A,-aa-LA3617.jpg	Leaf of anthocyanin absent (aa); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2838	pro	--	433	http://tgrc.ucdavis.edu/images/LA2838A,-aa-LA3617.jpg	Leaf of anthocyanin absent (aa); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	Z	Precocious development	Precocious development
LA2838	pro	--	434	http://tgrc.ucdavis.edu/images/LA2838A,-ae-LA3612.jpg	Whole plant of entirely anthocyaninless (ae); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2838	pro	--	434	http://tgrc.ucdavis.edu/images/LA2838A,-ae-LA3612.jpg	Whole plant of entirely anthocyaninless (ae); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	Z	Precocious development	Precocious development
LA2838	pro	--	435	http://tgrc.ucdavis.edu/images/LA2838A,-ag-2-LA3711.jpg	Whole plant of anthocyanin gainer (ag); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2838	pro	--	435	http://tgrc.ucdavis.edu/images/LA2838A,-ag-2-LA3711.jpg	Whole plant of anthocyanin gainer (ag); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	Z	Precocious development	Precocious development
LA2838	pro	--	436	http://tgrc.ucdavis.edu/images/LA2838A,-ag-LA3163.jpg	Whole plant of anthocyanin gainer (ag); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2838	pro	--	436	http://tgrc.ucdavis.edu/images/LA2838A,-ag-LA3163.jpg	Whole plant of anthocyanin gainer (ag); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	Z	Precocious development	Precocious development
LA2838	pro	--	437	http://tgrc.ucdavis.edu/images/LA2838A,-ah-LA0260.jpg	Whole plant of Hoffman's anthocyaninless (ah); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	J	Leaf form and size	Leaf form and size
LA2838	pro	--	437	http://tgrc.ucdavis.edu/images/LA2838A,-ah-LA0260.jpg	Whole plant of Hoffman's anthocyaninless (ah); Accession(s): LA2838; [photo C.M. Jones]	L. esculentum	Z	Precocious development	Precocious development
